product_id,percentage_error
12939647,100.0
11397377,43.8538283062645
12521359,4.914634146341465
12207680,0.7000000000000131
12483598,4.25531914893617
12457914,69.6969696969697
11773550,2414.814814814815
12273890,93.32456428806314
10637058,12.112903225806438
10530053,47.1541165337299
12799546,40.000000000000014
11067705,7.610169491525427
13763971,299.0
13135699,1.9999999999999907
12729833,1.4585201793721962
10637004,2.941267387944372
11521279,3.0278846153846164
10575251,23.621686746987972
13102033,67.33333333333333
13174412,28.63247863247863
10531013,45.2604675057796
12081396,44.25344827586207
12341730,55.11594202898551
13763991,75.5
13460491,51.0
12291971,1.9999999999999907
10530149,65.671629445823
12448606,48.0801317233809
10529514,2.9459016393442483
13994624,102.99999999999999
12955945,4.862348178137648
10530744,5.659850034083161
13698725,1.9999999999999907
12903292,30.65333333333334
12435942,51.0
11338776,61.835734870317005
12341738,20.47826086956522
12955937,3.241935483870965
13102035,51.0
11773547,16.744252873563212
13102152,14.000000000000007
10485098,86.75978466462972
12928216,1.9999999999999907
11147224,88.69555388093444
11691951,8.663167104111984
11338642,55.054878048780495
10529297,90.1878552198624
10995920,69.55363321799307
11372978,2.442857142857137
14209282,0.33333333333334597
12070617,9.215083798882684
13649623,67.33333333333333
11338735,18.999999999999993
10995907,75.61951219512196
10530962,96.04950495049506
14237311,100.0
13528866,20.832512315270936
13936244,51.0
10530123,24.728395061728385
12077904,12.956521739130435
13102036,75.5
11366951,5.269558481797054
11308927,1.4999999999999993
13115142,1.4999999999999902
13491911,10.473684210526315
10530483,7.6923076923076925
13108550,51.0
11338684,11.64328358208955
10529333,6.595171773444751
12302923,43.00000000000001
11653754,0.2931034482758568
12708264,45897.0
11106653,52.57254290171607
11672691,6.666666666666667
11087106,86903.00000000001
11083002,19.290801186943618
12457913,16.411347517730498
13442785,2.448275862068965
13713627,51.0
10809177,77.51679586563309
12644182,4.333333333333333
12644184,2.193832599118951
12644179,7.389130434782598
12465194,26.31578947368421
11413393,5.928237129485179
11960745,0.05555555555556424
10530935,6.447457627118639
12663795,0.6021021021021008
12402102,0.25000000000000944
13444449,3.4482758620689653
11925873,1.9999999999999907
11324212,2549.5
12513711,25.757575757575758
13837108,40.000000000000014
10530971,65.1006711409396
13170775,14736.080000000002
10889147,43.263513513513516
13227271,1.8962264150943309
13661774,69.23804347826086
12789368,23.0
13513681,32.33333333333334
11720955,27.69615384615384
10636923,59.085350941550494
13350047,1.9999999999999907
13280727,1.9999999999999907
13483684,0.02564102564102054
13624851,1.9999999999999907
12273894,4.681818181818187
13508322,24.796460176991147
12270212,77.21518987341773
11704834,97.0954356846473
12644177,12.635526315789486
12644176,22.727272727272727
13422325,19.31578947368421
11523630,30.0
12458077,3.7406542056074743
12856653,3.7037037037037033
10848207,87.60660415817365
12543333,2.682326621923927
10529806,83.8178137651822
13528187,0.5303430079155649
13808149,72.48275862068965
12644183,0.8347107438016454
12644181,32.24776119402984
11324200,8.05508474576271
10530424,3.7247596153846168
13457504,23.411764705882344
13356815,33.5
13630062,12.874350986500522
11360747,49.83333333333333
10637007,50.89673340358273
13808956,89.85
12644174,4.070796460176991
12644175,8.647679324894517
11925874,59.400000000000006
11307161,75.5
14242239,4.666666666666669
11334291,12.285714285714292
13905846,0.005617977528084778
12270196,901.0
12856890,32.33333333333334
12402116,66.16666666666667
13763891,71.5
10529303,0.024793388429753004
10648433,71.18511450381679
11058334,93.64668769716089
12552275,5.937288135593235
10530473,0.49500000000000455
12773667,94.23529411764706
12763113,32.33333333333334
13764037,66.75
13827786,95.33333333333334
12640166,1.9999999999999907
12856630,1.29366106080207
12207679,2.9130434782608563
12882753,60.30000000000001
12706028,22.22222222222222
12706029,37.58333333333333
13554724,3.454545454545462
10485093,6.491467576791803
10529304,88.78136882129277
14209505,19.230769230769234
13513624,1.4999999999999902
12856632,28.284684684684684
11175724,4.868852459016403
12402114,0.09999999999999788
13323262,1.9999999999999907
13444446,0.09999999999999788
13188368,9.933333333333334
12432285,1.9999999999999907
13827845,80.39999999999999
13898829,40.000000000000014
10530422,56.75806451612904
12309352,79.73364215402432
14195782,93.0
12309349,16.842245989304814
13946999,40.000000000000014
12968611,1.9999999999999962
13455517,2.940298507462685
12207681,23.636363636363637
12789366,51.0
12706027,19.933333333333323
12309343,89.88333333333333
11490827,10.453488372093034
10995909,13.715789473684211
12309355,83.05830583058305
12309346,4.549450549450553
11162595,76.36628138700678
10797929,80.32406992380099
12848609,8.818181818181808
12652728,1.9999999999999907
12164501,125.75000000000003
12706026,16.72916666666667
10530997,66.15458764726884
13107189,8.88888888888889
13125612,8.17272727272728
12388659,75.5
13518584,1.477611940298507
13422331,22.019999999999996
13661767,4.876106194690257
13888792,51.0
11416400,66.83333333333333
13147600,51.0
12093399,80.0
13513644,20.200000000000003
11044034,13.243925678894703
11235788,7.04049295774648
14007287,1.4999999999999902
12708710,8.958620689655179
11422925,18.44736842105263
11260816,8.72509090909091
14007286,51.0
12081397,36.275590551181104
13096846,6.246323529411768
12658366,7.476975073933249
11118731,2.815856777493604
12302881,7.6923076923076925
12673802,29.000000000000014
13902184,4.545454545454546
11235794,14.445652173913057
10531012,84.20429104477613
11267195,45.09374999999999
14217972,6.135439360929549
13096848,0.8075880758807638
13096850,7.40268456375839
11960808,9.000000000000002
13457603,1.9999999999999907
11267201,10.200999999999999
11243166,3.7608286252353884
11160097,10.055276381909543
10530990,100.0
12770762,6.63333333333334
13894737,1.4999999999999902
13632799,40.000000000000014
