product_id,units_sold
14193272.0,4.0
13468410.0,27.0
13740872.0,28.0
12698522.0,2.0
11174178.0,4.0
12706220.0,786.0
10530538.0,156.0
13104819.0,27.0
13483005.0,1.0
12719115.0,44.0
12968626.0,116.0
13808069.0,6.0
13888457.0,10.0
13164544.0,1.0
13664826.0,35.0
12928453.0,1.0
10605622.0,187.0
13947326.0,94.0
11429303.0,9.0
12941040.0,826.0
13830744.0,4750.0
13830749.0,2328.0
13830759.0,2417.0
13122640.0,19.0
13142611.0,2.0
13139417.0,4.0
12041690.0,3311.0
13907114.0,4.0
11688945.0,10.0
12657929.0,100.0
11807032.0,45.0
12873041.0,48.0
13131551.0,24.0
12918356.0,102.0
14194575.0,142.0
11653753.0,265.0
13110715.0,2.0
11271258.0,149.0
12761664.0,3.0
12788943.0,2.0
13548274.0,40.0
13733765.0,44.0
11902071.0,1801.0
12386785.0,39.0
14253272.0,95.0
11214992.0,474.0
11490826.0,668.0
13715636.0,1347.0
12789079.0,17.0
12689516.0,128.0
13026614.0,41.0
13803206.0,41.0
12955944.0,198.0
13908257.0,186.0
14194563.0,23.0
11871478.0,38.0
12451087.0,2.0
13901888.0,29.0
12459560.0,27.0
12750090.0,5086.0
13891207.0,1.0
13827741.0,1.0
13163917.0,1.0
12657938.0,48.0
10530993.0,1511.0
11429436.0,210.0
10529309.0,610.0
12309356.0,748.0
12490451.0,227.0
12712252.0,264.0
12878552.0,181.0
12134861.0,5.0
13278720.0,93.0
13912054.0,1.0
12773419.0,5.0
12767419.0,13.0
12789160.0,5.0
12402162.0,9.0
12857218.0,21.0
13115968.0,5.0
13111200.0,1.0
13997348.0,1.0
12459572.0,14.0
12854139.0,177.0
12764535.0,1.0
13956178.0,54.0
11094928.0,493.0
13701172.0,1.0
10872823.0,800.0
11338771.0,73.0
12715717.0,39.0
12657945.0,95.0
13838938.0,192.0
13114837.0,6.0
13412728.0,32.0
11983055.0,110.0
13964701.0,106.0
12509316.0,5.0
13011922.0,2.0
12309358.0,518.0
13112303.0,17.0
12226268.0,339.0
11447801.0,79.0
12081402.0,10556.0
12968642.0,60.0
13994631.0,4.0
13110609.0,2.0
12751624.0,1.0
13700887.0,1.0
13838437.0,7.0
13905045.0,3.0
12641340.0,6.0
13107184.0,60.0
13115071.0,8.0
13343830.0,82.0
10947712.0,426.0
12081405.0,109.0
13976629.0,131.0
13844155.0,38.0
13417546.0,152.0
13710882.0,1996.0
12298274.0,7558.0
11332922.0,349.0
12869897.0,102.0
12718446.0,82.0
13438711.0,14.0
12458069.0,306.0
13126036.0,16.0
11933146.0,119.0
12774337.0,7.0
12775545.0,18.0
13116716.0,4.0
12899616.0,332.0
12459545.0,43.0
11998232.0,25.0
12698479.0,36.0
13467589.0,21.0
13827708.0,6.0
12298876.0,1.0
13837608.0,79.0
12060726.0,7.0
12309339.0,373.0
13648902.0,3.0
13585778.0,33.0
12762988.0,104.0
12766888.0,2.0
13118684.0,15.0
13126236.0,4.0
12056853.0,1.0
13118113.0,13.0
12270202.0,42.0
12386784.0,24.0
13803207.0,14.0
12771892.0,77.0
10889153.0,1214.0
12949472.0,314.0
13116796.0,19.0
13467590.0,14.0
12788971.0,3.0
14208916.0,3.0
12797201.0,1.0
10772466.0,2.0
13866290.0,2.0
12436515.0,18.0
12869896.0,103.0
11046299.0,1.0
12795915.0,26.0
13723231.0,62.0
10530476.0,432.0
13116588.0,2.0
12719493.0,2.0
14024151.0,4.0
14022821.0,2.0
13172929.0,7.0
12459558.0,11.0
11091292.0,80.0
13256723.0,287.0
13899201.0,2.0
12488219.0,41.0
10637017.0,149.0
12439360.0,36.0
12657941.0,82.0
13251228.0,3.0
12955900.0,15.0
10575250.0,342.0
12367172.0,51.0
12917287.0,72.0
13830748.0,3120.0
13113608.0,32.0
12436441.0,174.0
10798921.0,142.0
11704828.0,46.0
13803200.0,6.0
12690996.0,1.0
11182211.0,215.0
11653760.0,246.0
11998229.0,60.0
13764046.0,19.0
11833686.0,14.0
13054458.0,221.0
12614047.0,362.0
12946610.0,72.0
12917073.0,172.0
13197399.0,95.0
13197398.0,16.0
10530733.0,100.0
12187508.0,70.0
13113713.0,2.0
13111182.0,3.0
12459897.0,24.0
12645047.0,34.0
13129822.0,2.0
13905845.0,106.0
13869238.0,573.0
11279953.0,121.0
14237591.0,88.0
12712785.0,245.0
13483677.0,68.0
13320049.0,27.0
12641780.0,24.0
12790023.0,5.0
13905453.0,1.0
10947714.0,202.0
13098665.0,4.0
13470229.0,47.0
12657937.0,61.0
12657919.0,22.0
11334295.0,148.0
12191454.0,37.0
13710676.0,3.0
14208864.0,1.0
10530926.0,180.0
12519364.0,22.0
12763224.0,1.0
13760908.0,2.0
10797932.0,490.0
12310002.0,60.0
13803198.0,12.0
13634283.0,2.0
12754999.0,1.0
11384797.0,1.0
12749987.0,3.0
13830764.0,1602.0
13442762.0,279.0
12856282.0,13.0
14229190.0,1.0
13309515.0,55.0
13468211.0,4.0
13442770.0,106.0
12367168.0,112.0
13830765.0,2304.0
13110603.0,2.0
13905052.0,2.0
13356813.0,11.0
13096851.0,273.0
12234388.0,17.0
13149428.0,1.0
13894872.0,7.0
13882302.0,2.0
11338683.0,683.0
13761046.0,13.0
11576921.0,10.0
12957082.0,130.0
10615612.0,277.0
10529308.0,526.0
13113714.0,3.0
12367177.0,84.0
12367169.0,196.0
13830750.0,3206.0
12275919.0,1.0
12645048.0,6.0
12689728.0,17.0
13734229.0,2.0
13794147.0,1.0
11807038.0,60.0
13882909.0,40.0
14198421.0,26.0
13102122.0,6.0
13869925.0,1.0
13115050.0,9.0
12914768.0,1.0
13752981.0,14.0
13526330.0,71.0
13122351.0,2.0
12459559.0,28.0
12459616.0,2.0
13999408.0,5.0
12459547.0,18.0
10530121.0,44.0
13470228.0,442.0
14052252.0,275.0
10530930.0,220.0
13323761.0,1.0
12440977.0,1.0
11746897.0,11.0
12542302.0,3.0
11520967.0,253.0
13663193.0,7.0
12946609.0,103.0
10773026.0,4.0
12386783.0,61.0
10889155.0,16994.0
12706219.0,256.0
11807055.0,29.0
13337797.0,16.0
13937582.0,3.0
13763172.0,3.0
13831377.0,1.0
13174392.0,35.0
12191487.0,54.0
12402101.0,5.0
13998119.0,32.0
13043418.0,66.0
12773193.0,3.0
13096847.0,267.0
10782356.0,56.0
10995906.0,86.0
12932125.0,251.0
10961187.0,1464.0
12712236.0,198.0
12789068.0,1.0
13011923.0,15.0
11182210.0,542.0
11653756.0,125.0
12789376.0,12.0
13112240.0,2.0
13115070.0,10.0
12752587.0,62.0
12767204.0,6.0
12660042.0,302.0
13837622.0,77.0
13761056.0,7.0
14186556.0,1.0
12790070.0,4.0
11985043.0,43.0
13107202.0,73.0
12774728.0,1.0
13174382.0,117.0
12070099.0,82.0
13695634.0,51.0
10574913.0,75.0
13467614.0,33.0
11798694.0,2.0
12765089.0,1.0
12060722.0,65.0
10530967.0,1023.0
13163865.0,191.0
13343831.0,73.0
13197400.0,23.0
13754133.0,1.0
12773203.0,5.0
13120155.0,2.0
12698406.0,3.0
13110730.0,3.0
12658342.0,9.0
12763402.0,52.0
12763421.0,2.0
13102029.0,1.0
12970422.0,63.0
13414658.0,120.0
12771042.0,43.0
12657912.0,29.0
12457915.0,310.0
14193273.0,15.0
12918367.0,32.0
14203008.0,1.0
13830747.0,2938.0
13442764.0,568.0
10575262.0,119.0
12361485.0,1522.0
12521560.0,365.0
11696699.0,9.0
12899352.0,5.0
11160116.0,81.0
12309334.0,47.0
13947305.0,43.0
13661762.0,935.0
11372975.0,1899.0
11307170.0,5.0
13526331.0,24.0
12955936.0,85.0
13908261.0,56.0
13897486.0,1.0
12690756.0,33.0
10637006.0,2023.0
10529942.0,260.0
10363611.0,1.0
10648434.0,292.0
10988828.0,495.0
13470233.0,277.0
12273887.0,527.0
11373024.0,133.0
13904985.0,1.0
12509513.0,2627.0
11211262.0,266.0
10530125.0,289.0
12762989.0,100.0
12488202.0,16.0
12168452.0,14.0
12660041.0,385.0
12955942.0,41.0
10529300.0,75.0
11638505.0,1.0
12309347.0,371.0
11985044.0,12.0
10530172.0,9.0
13793009.0,4.0
13861036.0,1.0
12775333.0,3.0
13763942.0,20.0
13115977.0,3.0
13114401.0,1.0
13111809.0,37.0
11750727.0,18.0
12207678.0,308.0
10773553.0,1.0
10485165.0,634.0
10529427.0,10.0
12564564.0,1.0
11094379.0,9.0
10827596.0,24.0
13661772.0,244.0
13661773.0,1164.0
12932511.0,2.0
13011915.0,7.0
12740416.0,200.0
12873591.0,2.0
13964700.0,36.0
12309368.0,52.0
12360402.0,297.0
12775183.0,25.0
11091294.0,550.0
13994647.0,9.0
13648870.0,5.0
13996158.0,2.0
13111608.0,83.0
13012031.0,7.0
13419221.0,34.0
11884263.0,4.0
13324947.0,79.0
13108883.0,7.0
10530974.0,1661.0
12202739.0,797.0
13258078.0,1.0
12705968.0,40.0
13110649.0,1.0
13628154.0,9.0
12439359.0,11.0
12341736.0,665.0
13153946.0,4.0
11118356.0,247.0
11433040.0,27.0
12448605.0,433.0
12645044.0,5.0
13763121.0,24.0
13649960.0,1.0
13523870.0,1.0
13011849.0,4.0
12439373.0,3.0
13763805.0,11.0
10615603.0,94.0
12788513.0,2.0
11058460.0,163.0
10530137.0,352.0
14190920.0,1.0
13116620.0,8.0
13293268.0,9.0
12899608.0,2704.0
12698487.0,25.0
12698503.0,7.0
13149388.0,1.0
11338692.0,16.0
13516535.0,624.0
13810501.0,59.0
13026563.0,23.0
12883373.0,341.0
11436197.0,8.0
13467613.0,36.0
12962117.0,2.0
12748398.0,915.0
12918363.0,77.0
12376931.0,1455.0
12853792.0,4.0
13121440.0,1.0
13279941.0,1.0
13791315.0,390.0
12698392.0,20.0
13846377.0,49.0
13124699.0,118.0
11033332.0,8.0
10974165.0,738.0
12641384.0,4.0
10530372.0,212.0
13115051.0,23.0
13633517.0,11.0
13794971.0,300.0
12949456.0,608.0
13108760.0,4.0
13149487.0,14.0
13838444.0,7.0
13905185.0,4.0
13905220.0,10.0
13113607.0,37.0
13496287.0,1.0
13125995.0,18.0
11933145.0,252.0
11998274.0,8.0
12882746.0,40.0
10530782.0,35.0
11584298.0,95.0
13466974.0,5.0
13905049.0,8.0
11833690.0,170.0
12640546.0,22.0
13554725.0,182.0
12854136.0,302.0
12191460.0,11.0
11394276.0,141.0
13191830.0,2.0
11311255.0,3288.0
10782206.0,71.0
12644957.0,10.0
12856424.0,11.0
13442782.0,269.0
13830761.0,1882.0
11653755.0,151.0
13470237.0,232.0
12520704.0,16.0
12920663.0,24.0
12771886.0,42.0
12763248.0,13.0
12644180.0,467.0
11311013.0,1561.0
12782131.0,16.0
11807049.0,29.0
11030047.0,357.0
12302852.0,12.0
13196805.0,2.0
12395453.0,191.0
10848208.0,1981.0
13324948.0,117.0
11423133.0,2.0
13675591.0,51.0
13904380.0,60.0
13192113.0,1.0
11194082.0,199.0
11933183.0,2.0
12258498.0,1.0
12939894.0,2.0
11807046.0,12.0
12853610.0,190.0
12067983.0,63.0
12509240.0,32.0
12520871.0,4.0
12753265.0,3.0
12773387.0,12.0
13460638.0,2.0
13764036.0,20.0
12542300.0,2.0
12749933.0,8.0
13628156.0,3.0
14202479.0,48.0
13208417.0,11.0
13209915.0,45.0
13516537.0,230.0
12918384.0,4.0
10798885.0,456.0
13118683.0,6.0
13458769.0,7.0
10530277.0,28.0
10530745.0,860.0
12657942.0,133.0
11637546.0,312.0
10529282.0,283.0
10530308.0,23.0
13528870.0,590.0
12657940.0,160.0
10530072.0,94.0
13977846.0,206.0
13803208.0,16.0
12457918.0,158.0
13528284.0,324.0
11720954.0,183.0
13890216.0,91.0
13504045.0,4.0
13504049.0,3.0
13412729.0,8.0
12657939.0,22.0
13096854.0,45.0
14005891.0,3.0
14222464.0,2.0
12918364.0,23.0
11775776.0,93.0
11058335.0,1244.0
13953233.0,17.0
12365608.0,33.0
12517916.0,29.0
12773385.0,10.0
13890218.0,38.0
13914378.0,1.0
13914396.0,3.0
13914388.0,2.0
10889157.0,164.0
12749934.0,20.0
13412734.0,8.0
12464765.0,10.0
13978304.0,1.0
13935098.0,4.0
13914376.0,3.0
11555062.0,6.0
13489368.0,125.0
12856324.0,17.0
10848202.0,155.0
12970015.0,5372.0
13121334.0,2.0
13116685.0,3.0
12856422.0,125.0
12519353.0,3.0
13952206.0,1.0
12225155.0,46.0
10809178.0,49.0
12640173.0,2.0
12849233.0,6.0
12462142.0,1.0
11985049.0,28.0
12386782.0,97.0
12932120.0,16.0
11308931.0,77.0
13830758.0,1729.0
12882745.0,111.0
13470242.0,64.0
13164961.0,2.0
14222425.0,2.0
14222426.0,1.0
14222469.0,1.0
14222470.0,1.0
12608172.0,2166.0
13103438.0,530.0
11338637.0,96.0
13116645.0,1.0
13125903.0,1.0
12640430.0,329.0
13142628.0,7.0
13011966.0,4.0
13834231.0,3.0
11994678.0,223.0
13327148.0,98.0
13124707.0,12.0
13504074.0,2.0
12853611.0,111.0
12853612.0,10.0
11143205.0,1031.0
11598116.0,3.0
13914332.0,3.0
13914377.0,4.0
13914394.0,2.0
13113081.0,3.0
12689518.0,24.0
13914331.0,4.0
13914428.0,2.0
13935097.0,8.0
13914392.0,2.0
13914389.0,4.0
13914395.0,4.0
12962081.0,2.0
13140043.0,3.0
10574931.0,2355.0
13102231.0,13.0
13422328.0,72.0
12270206.0,404.0
12273888.0,77.0
13412726.0,43.0
11143202.0,852.0
12936809.0,132.0
13294026.0,1.0
13187076.0,3.0
10530384.0,93.0
12341725.0,772.0
13115061.0,8.0
13763892.0,21.0
12949471.0,218.0
12641402.0,5.0
13104809.0,43.0
13114835.0,29.0
13764067.0,26.0
12962097.0,3.0
13157643.0,26.0
13528286.0,394.0
12949315.0,2.0
13914426.0,1.0
13935064.0,3.0
13935096.0,2.0
13935227.0,4.0
13914397.0,3.0
13442783.0,54.0
12775421.0,1.0
13675596.0,19.0
13914379.0,2.0
13914398.0,2.0
13438649.0,3.0
13489367.0,70.0
12376858.0,97.0
12762872.0,15.0
12762754.0,12.0
12762493.0,21.0
