product_id,expected_sales
12659914,0.2
13844377,0.2
13940353,0.0
13112061,0.14
13940210,0.0
13871665,0.2
13950964,0.2
13458737,0.14
13940891,0.2
13110724,0.12
13110450,0.0
13171473,0.14
13218209,0.0
13938106,0.14
13183621,0.0
13940449,0.0
13940354,0.0
13940652,0.0
13940355,0.0
12694551,0.0
13940453,0.0
13182380,0.0
11699921,0.0
12900689,0.0
11994410,0.0
13204391,0.0
12956895,0.0
12194403,0.0
12947752,0.0
10728031,0.0
14192097,0.0
11190686,0.0
13112247,1.71
13255850,0.14
12937360,0.14
11838775,0.14
13467639,0.0
13840138,0.0
12506095,0.0
12901072,0.0
12552961,0.0
12702574,0.0
13482320,0.0
10728041,0.0
12127915,0.0
12818746,0.43
13318390,0.0
12361548,0.0
12490599,0.0
12218774,0.0
11795053,0.0
13139311,0.0
12691549,0.0
11396063,0.0
12379570,0.0
13667105,0.0
13182356,0.0
11200055,0.0
10964000,0.0
12673595,0.0
12173861,0.0
11927420,0.0
14004548,0.14
13891924,0.2
13551741,0.2
13309108,0.14
11431709,0.0
13161171,0.14
14215792,0.29
13225191,0.0
13844432,0.0
13902564,0.0
13902557,0.0
13934448,0.0
13902555,0.0
13902562,0.0
13902556,0.0
13844433,0.0
13844361,0.0
13844364,0.0
13813240,0.2
12761746,0.0
13760596,0.0
13831754,0.2
13109385,0.14
13276339,0.0
13185509,0.0
12693467,1.0
13759897,0.0
12673782,0.0
12381446,0.0
12899962,0.0
12243624,0.0
13553709,0.14
12918244,0.0
13156721,0.0
13506234,0.29
13894632,1.86
13866540,0.14
12541648,0.0
13161024,0.0
12848475,0.0
13460513,0.0
12846918,0.14
11470883,0.0
13479894,0.2
13860989,0.14
13514086,0.0
13940091,0.2
13940902,0.2
13940066,0.2
12690600,0.0
13844436,0.0
13846094,0.2
13846096,0.2
13846095,0.2
8557981,0.0
13257543,0.29
12226066,0.29
11994115,0.14
13305244,0.0
13902561,0.0
13940372,0.0
13940371,0.0
13902563,0.0
13940407,0.0
13844365,0.0
14020849,0.0
14020844,0.0
14020920,0.0
13805308,0.2
13805309,0.2
13805310,0.2
12635360,0.0
13511544,0.0
12031656,0.0
12916751,0.0
12659532,0.0
12490362,0.14
13942279,0.2
13460488,1.14
12875354,0.2
14020848,0.0
14020922,0.0
14020924,0.0
14020842,0.0
13513281,0.0
13760395,0.0
13760398,0.0
13760396,0.0
13760397,0.0
13940901,0.2
13940356,0.0
13940092,0.2
13940908,0.2
13940909,0.2
13940082,0.2
13940649,0.0
13940408,0.0
13940651,0.0
13940380,0.0
13323230,0.0
12683774,0.0
12402246,0.14
13940069,0.2
13940906,0.2
13940067,0.2
13643862,0.2
14192095,0.0
14192129,0.0
13096667,0.14
13810832,0.2
13815214,0.14
13741346,0.2
13836790,0.0
13836792,0.0
13869158,0.2
12744117,0.0
13888421,0.2
13881415,0.2
13940103,0.2
11728977,0.0
13182394,0.0
12020854,0.0
12218721,0.0
14192133,0.0
13276749,0.0
14192103,0.0
13171030,0.14
13941351,0.2
13623487,0.2
13844858,0.2
13938918,0.2
11902249,0.0
12641349,0.0
13940650,0.0
14020843,0.0
14020845,0.0
14020847,0.0
14020921,0.0
12961384,0.0
13149375,0.14
13940653,0.0
13940379,0.0
13199759,0.14
13010991,0.0
12370585,0.0
13813010,0.2
11893227,0.0
10563087,0.14
13514084,0.2
11471775,0.29
12271415,0.0
13940089,0.2
14219763,0.0
13323499,0.0
12742361,0.0
14219761,0.0
14219759,0.0
13701072,0.0
13940202,0.0
13940257,0.0
13129848,0.12
12489997,0.0
13149493,0.0
13276332,0.0
11794492,0.57
13101593,0.0
13322014,0.0
13940259,0.0
13940204,0.0
12085798,0.0
13940261,0.0
13940263,0.0
13366140,0.0
14192107,0.0
13940373,0.0
13940376,0.0
13869164,0.2
13940378,0.0
13869135,0.2
13805374,0.2
13869152,0.2
13111354,0.14
11698249,0.0
13891251,0.2
12880860,0.0
12294332,0.14
13309321,0.0
14192116,0.0
10365046,0.0
11688548,0.0
10861199,0.14
13710251,0.2
14192091,0.0
14192132,0.0
13513188,0.0
13445606,0.2
14192131,0.0
14192093,0.0
13901357,0.2
14192130,0.0
12357520,0.0
14192104,0.0
13846100,0.2
14192110,0.0
14192108,0.0
11998778,0.14
13521755,0.0
13209776,0.0
12709538,0.0
11431714,0.0
11648415,0.14
13837994,0.2
12243620,0.0
13871874,0.2
13833405,0.2
12671639,0.2
13733783,0.14
13940411,0.0
13940410,0.0
10546164,0.0
13940644,0.0
12709342,0.0
12226363,0.0
13111088,0.0
13549120,0.14
11899789,0.0
13908413,0.2
13951126,0.2
11773549,0.14
11447031,0.71
13886140,0.14
13121245,0.14
14219744,0.0
14219742,0.0
14219745,0.0
13830471,0.2
13142638,0.2
14219743,0.0
14219765,0.0
14219766,0.0
14219767,0.0
14219769,0.0
13467508,0.14
12857678,0.14
12272410,0.14
11797819,0.0
12717827,0.14
12552964,0.0
13308320,0.0
13415696,0.0
12292921,0.0
12710190,0.0
12374326,0.0
12006443,0.43
13897899,0.2
13840136,0.0
12848838,0.12
13711207,0.2
11514199,0.0
12595881,0.0
13460495,0.1
12614958,0.0
12855224,0.0
13460494,0.0
12542249,0.0
12720523,0.0
13884603,0.0
13869147,0.2
13894783,0.0
13894778,0.0
13884601,0.0
13884598,0.0
13884597,0.0
13894781,0.0
13894779,0.0
13894801,0.0
13458065,0.14
14219760,0.0
13940352,0.0
13940377,0.0
13940374,0.0
11511628,0.0
13910098,0.0
13987010,0.2
13940645,0.0
13940646,0.0
13940409,0.0
13301962,0.0
13700702,0.2
13223185,0.14
12712341,0.0
11471531,0.14
13410002,0.0
12386412,0.0
11559477,0.0
12520368,0.0
10362301,0.0
12590390,0.0
13035257,0.0
12847426,0.14
12854458,0.0
13943756,0.2
11859916,0.2
13846103,0.2
13947454,0.2
13826701,0.2
12709330,0.14
13953997,0.2
13860046,0.2
13513419,0.14
12105391,0.0
11533861,0.0
12663357,0.0
12447956,0.0
10487835,0.0
12786826,0.29
13460504,0.0
13812867,0.14
13830400,0.2
13893863,0.2
11788220,0.14
13839889,0.2
13535882,0.2
12918356,14.14
12447953,0.14
13830329,0.14
12447497,0.14
13356830,0.29
13109462,0.14
14268259,0.0
14268254,0.0
14268263,0.0
14268249,0.0
14268258,0.0
14268261,0.0
13034615,0.2
13993834,0.2
13874802,0.2
11604342,0.2
10965007,0.0
12655519,0.29
13512881,0.0
12270212,100.0
12660041,122.0
11094929,450.0
11157540,400.0
13508764,0.14
13513274,0.43
13894286,0.29
11849819,0.0
12360412,0.0
12899697,0.0
13460024,0.0
12855158,0.0
13509758,0.0
12670078,0.0
13892707,0.0
13313424,0.0
11553596,0.0
12273435,0.0
13092208,0.29
12024376,0.0
12075756,0.0
11678558,0.0
12540755,0.14
14003956,0.14
12909685,0.29
12655883,0.0
11387381,0.0
12385998,0.0
11585906,0.0
11925880,0.0
12795461,0.0
12857756,0.2
13806017,0.0
13762256,0.0
13908278,0.2
13940862,0.2
13908399,0.2
13434729,0.2
13938838,0.2
13832741,0.2
14001165,0.2
13491090,0.2
13506207,0.2
13510834,0.14
11836288,0.14
13097816,0.0
12736903,0.0
13124768,0.0
12957122,1.86
12762501,0.14
13146766,0.14
13940450,0.0
13940458,0.0
13940464,0.0
13940465,0.0
13940330,0.0
13940451,0.0
13940328,0.0
13940461,0.0
13940462,0.0
13940329,0.0
13940332,0.0
12529711,0.0
12226523,0.0
12939653,0.0
10552764,0.0
13884694,0.14
13734048,0.0
13734029,0.0
12408246,0.0
13813258,0.2
13813360,0.2
13838092,0.14
12774686,0.14
13112420,0.14
13255464,0.14
13496218,0.14
14020454,0.14
13663347,0.29
13650843,0.14
13807951,0.2
13813516,0.2
13813228,0.2
13940318,0.0
13940320,0.0
13940316,0.0
13940647,0.0
13940643,0.0
13940368,0.0
13940365,0.0
13940364,0.0
13940319,0.0
13159656,0.0
13159652,0.0
13891255,0.2
13940317,0.0
13350520,0.0
13170171,0.14
12020600,0.0
13103772,0.14
13103770,0.2
12444495,0.0
13310162,0.29
12954481,0.14
13286769,0.14
12234394,0.43
8092461,0.14
12643341,0.14
13808860,0.14
12692362,0.0
12504847,0.29
12543543,0.2
13161507,0.2
13709401,0.2
11814976,0.0
13940370,0.0
11844299,0.0
13511561,0.0
13940457,0.0
13940331,0.0
13951789,0.2
11690081,0.0
13026833,0.0
13460579,0.14
12893932,0.0
11873723,0.0
13902540,0.0
12953664,0.0
12519359,0.71
13276598,0.0
13711529,0.14
13714274,0.14
13805247,0.0
12875480,0.0
11185012,0.14
13892708,0.0
12761601,0.14
13466917,0.29
13844078,0.43
13103768,0.14
13103775,0.14
13858034,0.0
13103778,0.14
13103781,0.14
13857930,0.0
12789032,0.14
13664880,0.14
11642888,0.29
12182779,0.29
12854307,0.0
13103811,0.14
13835315,0.0
10947656,0.86
13319116,0.0
12488349,0.0
10546449,0.0
12450095,0.0
13858035,0.0
13513123,0.0
13665214,0.0
12779610,0.0
13902570,0.2
13902635,0.2
12848961,0.14
13844420,0.2
12763323,0.0
13053874,0.29
13125162,0.0
13664904,0.14
13350537,0.0
13232235,0.14
13205278,0.71
11869289,0.14
13830065,0.14
10757667,0.0
13713701,0.0
13713703,0.0
13314553,0.0
13111214,0.0
13436509,0.2
13277588,0.2
13831184,0.2
13897945,0.2
13938786,0.2
13736030,0.2
13939250,0.2
13947311,0.2
13788658,0.2
12768270,0.14
12848033,2.86
12056840,0.0
11171659,0.0
12737261,0.0
12782166,0.14
13318387,0.0
12243970,0.0
12520745,0.0
13324666,0.0
13277398,0.0
14219757,0.0
14219755,0.0
14219753,0.0
14219751,0.0
13100346,0.0
14219762,0.0
13941830,0.14
14219768,0.0
13254951,0.14
14219750,0.0
14219749,0.0
14219748,0.0
12673771,0.0
14219756,0.0
14219754,0.0
13736200,0.0
13222331,0.43
13554147,0.0
11329110,0.0
11331389,0.0
13158319,0.14
12492728,0.0
12005010,0.14
12920836,0.14
12219554,0.0
12579250,0.0
12846891,0.14
12761357,0.43
12016335,0.0
12763898,0.14
12920722,0.0
13365456,0.0
12002952,0.0
12764527,0.0
13709897,0.29
11388630,0.0
13695525,0.14
13798779,0.29
13257787,0.0
13223534,0.2
13840189,0.2
13760424,0.2
13829412,0.2
13186581,0.0
13140878,0.2
13126157,0.57
13996227,0.2
12531664,0.0
13901882,0.14
13860006,0.2
11976695,0.0
12635298,0.0
13185767,0.0
13760945,1.0
10456412,0.0
13948942,0.14
12585584,0.14
13111338,0.0
13186529,0.0
13097828,0.0
13300918,0.0
12578248,0.14
11471373,0.0
13864851,0.2
13648918,0.14
13882248,0.2
13906002,0.2
13910063,0.2
13698111,0.14
14004800,0.14
13542325,0.14
13840140,0.0
13112274,0.29
13174935,0.71
13883170,0.14
13210072,0.14
12868759,6.0
13839153,0.2
